OD matrix,,,,,,,,,,,,
Period: 2019-10-07 00:00:00 to 2019-10-10 00:00:00 ,,,,,,,,,,,,
Granularity: TAZ ,,,,,,,,,,,,
Entries: all routes; all stops,,,,,,,,,,,,
Exits: all routes; all stops,,,,,,,,,,,,
Daily period: 04:00:00 to 03:59:00 ,,,,,,,,,,,,
Days of week: working days,,,,,,,,,,,,
Card titles: all,,,,,,,,,,,,
,,,,,,,,,,,,
itaz,ftaz,volume,average_volume_per_day,volume_of_transfers,number_of_transfers,transfer_distance,transfer_time,travel_time,trust_level,,,
Belem (Alto Duque),Alvalade (Avenida do Brasil),,,,,,,,,,,
Belem (Alto Duque),Alvalade (Campo Grande),1,0.3,1,1.00,0.101,11.510,25.762,100,,,
Belem (Alto Duque),Alvalade (Cidade Universitaria),,,,,,,,,,,
Belem (Alto Duque),Alvalade (Hospital Santa Maria | Este),1,0.3,1,1.00,0.027,4.649,25.780,72.5,,,
Belem (Alto Duque),Alvalade (Hospital Santa Maria | Oeste),4,1.0,4,1.00,0.021,6.805,23.213,99.33,,,
Belem (Alto Duque),Alvalade (Roma - Areeiro | Este),,,,,,,,,,,
Belem (Alto Duque),Alvalade (Roma - Areeiro | Oeste),3,0.8,2,0.67,0.047,448.222,21.162,100,,,
Belem (Alto Duque),Alvalade (Sao Joao de Brito),,,,,,,,,,,
Belem (Alto Duque),Areeiro (Alto Pina),,,,,,,,,,,
Belem (Alto Duque),Areeiro (Areeiro | Norte),,,,,,,,,,,
Belem (Alto Duque),Areeiro (Areeiro | Sul),,,,,,,,,,,
Belem (Alto Duque),Arroios (Anjos),12,3.0,0,0.00,0.000,0.000,21.073,79.15,,,
Belem (Alto Duque),Arroios (Arroios | Norte),,,,,,,,,,,
Belem (Alto Duque),Arroios (Arroios | Sul),1,0.3,1,1.00,0.106,12.987,30.286,74.5,,,
Belem (Alto Duque),Arroios (Estefania),1,0.3,1,1.00,0.126,1511.500,21.739,100,,,
Belem (Alto Duque),Avenidas Novas (Avenidas Novas | Este),3,0.8,4,1.33,0.067,7.378,22.738,100,,,
Belem (Alto Duque),Avenidas Novas (Avenidas Novas | Oeste),,,,,,,,,,,
Belem (Alto Duque),Avenidas Novas (Bairro Santos | Este),1,0.3,3,3.00,0.165,33.285,59.656,100,,,
Belem (Alto Duque),Avenidas Novas (Bairro Santos | Oeste),,,,,,,,,,,
Belem (Alto Duque),Avenidas Novas (Campo Pequeno | Este),4,1.0,3,0.75,0.198,661.028,54.867,100,,,
Belem (Alto Duque),Avenidas Novas (Campo Pequeno | Oeste),,,,,,,,,,,
Belem (Alto Duque),Avenidas Novas (Parque Eduardo VII),1,0.3,1,1.00,0.276,11.130,23.275,71,,,
Belem (Alto Duque),Avenidas Novas (Picoas),2,0.5,2,1.00,0.150,18.903,36.648,91.5,,,
Belem (Alto Duque),Beato (Madre Deus | Norte),,,,,,,,,,,
Belem (Alto Duque),Beato (Madre Deus | Oeste),,,,,,,,,,,
Belem (Alto Duque),Beato (Madre Deus | Sul),1,0.3,1,1.00,0.117,1120.394,16.362,93.5,,,
Belem (Alto Duque),Beato (Picheleira),,,,,,,,,,,
Belem (Alto Duque),Belem (Alto Duque),66,16.5,37,0.56,0.036,7.549,11.934,84.89,,,
Belem (Alto Duque),Belem (Belem | Este),50,12.5,5,0.10,0.012,1.865,12.648,92.7,,,
Belem (Alto Duque),Belem (Belem | Oeste),95,23.8,21,0.22,0.014,12.171,4.716,94.66,,,
Belem (Alto Duque),Belem (Ribeirinha - Belem),1,0.3,1,1.00,0.302,20.994,36.835,96,,,
Belem (Alto Duque),Benfica (Benfica | Norte),,,,,,,,,,,
Belem (Alto Duque),Benfica (Benfica | Sul),15,3.8,18,1.20,0.035,6.806,16.024,94.71,,,
Belem (Alto Duque),Benfica (Colegio Militar/Luz),9,2.3,10,1.11,0.050,24.269,47.829,98,,,
Belem (Alto Duque),Benfica (Monsanto | Norte),7,1.8,5,0.71,0.063,16.305,23.854,93.37,,,
Belem (Alto Duque),Campo de Ourique (Amoreiras),48,12.0,0,0.00,0.000,0.000,15.867,96.88,,,
Belem (Alto Duque),Campo de Ourique (Campo Ourique),7,1.8,5,0.71,0.024,16.239,33.380,98.8,,,
Belem (Alto Duque),Campolide (Bairro Liberdade),,,,,,,,,,,
Belem (Alto Duque),Campolide (Campolide),11,2.8,14,1.27,0.023,17.663,30.421,97.12,,,
Belem (Alto Duque),Campolide (Praca Espanha | Norte),,,,,,,,,,,
Belem (Alto Duque),Campolide (Praca Espanha | Sul),,,,,,,,,,,
Belem (Alto Duque),Carnide (Avenidas Novas),1,0.3,3,3.00,0.000,9.687,32.883,,,,
Belem (Alto Duque),Carnide (Carnide),3,0.8,7,2.33,0.027,16.605,45.582,100,,,
Belem (Alto Duque),Estrela (Alcantara),13,3.3,6,0.46,0.026,7.440,22.870,98.1,,,
Belem (Alto Duque),Estrela (Estrela),9,2.3,6,0.67,0.009,8.074,21.061,92.73,,,
Belem (Alto Duque),Estrela (Lapa),16,4.0,1,0.06,0.010,1.038,12.487,87.23,,,
Belem (Alto Duque),Estrela (Ribeirinha - Belem),7,1.8,0,0.00,0.000,0.000,12.382,100,,,
Belem (Alto Duque),Fora Municipio Lisboa,370,92.5,81,0.22,0.021,5.143,12.689,95.7,,,
Belem (Alto Duque),Lumiar (Aeroporto),,,,,,,,,,,
Belem (Alto Duque),Lumiar (Lumiar | Norte),,,,,,,,,,,
Belem (Alto Duque),Lumiar (Lumiar | Oeste),,,,,,,,,,,
Belem (Alto Duque),Lumiar (Lumiar | Sul),,,,,,,,,,,
Belem (Alto Duque),Lumiar (Paco Lumiar),,,,,,,,,,,
Belem (Alto Duque),Lumiar (Parque Europa),1,0.3,1,1.00,0.194,24.236,53.293,100,,,
Belem (Alto Duque),Lumiar (Telheiras | Este),,,,,,,,,,,
Belem (Alto Duque),Lumiar (Telheiras | Norte),,,,,,,,,,,
Belem (Alto Duque),Lumiar (Telheiras | Oeste),1,0.3,3,3.00,0.000,32.740,59.041,,,,
Belem (Alto Duque),Marvila (Bairro Armador),,,,,,,,,,,
Belem (Alto Duque),Marvila (Chelas),,,,,,,,,,,
Belem (Alto Duque),Marvila (Infante Dom Henrique - Porto | Este),1,0.3,1,1.00,0.000,21.279,53.891,100,,,
Belem (Alto Duque),Marvila (Infante Dom Henrique - Porto | Oeste),,,,,,,,,,,
Belem (Alto Duque),Marvila (Marechal Gomes da Costa),,,,,,,,,,,
Belem (Alto Duque),Marvila (Parque Bela Vista),,,,,,,,,,,
Belem (Alto Duque),Misericordia (Bairro Alto),6,1.5,4,0.67,0.104,30.608,49.194,100,,,
Belem (Alto Duque),Misericordia (Sao Paulo),46,11.5,5,0.11,0.009,2.288,15.953,98.88,,,
Belem (Alto Duque),Olivais (Alfredo Bensaude),,,,,,,,,,,
Belem (Alto Duque),Olivais (Encarnacao | Este),,,,,,,,,,,
Belem (Alto Duque),Olivais (Encarnacao | Oeste),,,,,,,,,,,
Belem (Alto Duque),Olivais (Logistica Aeroportuaria),,,,,,,,,,,
Belem (Alto Duque),Olivais (Olivais - Centro),,,,,,,,,,,
Belem (Alto Duque),Olivais (Olivais | Este),,,,,,,,,,,
Belem (Alto Duque),Olivais (Olivais | Norte),,,,,,,,,,,
Belem (Alto Duque),Olivais (Olivais | Sul),,,,,,,,,,,
Belem (Alto Duque),Olivais (Relogio),,,,,,,,,,,
Belem (Alto Duque),Parque das Nacoes (Estacao Oriente),,,,,,,,,,,
Belem (Alto Duque),Parque das Nacoes (Parque Nacoes | Norte),,,,,,,,,,,
Belem (Alto Duque),Parque das Nacoes (Parque Nacoes | Sul),,,,,,,,,,,
Belem (Alto Duque),Parque das Nacoes (Parque Tejo),,,,,,,,,,,
Belem (Alto Duque),Parque das Nacoes (Quinta Laranjeiras),,,,,,,,,,,
Belem (Alto Duque),Penha de Franca (Penha Franca),,,,,,,,,,,
Belem (Alto Duque),Penha de Franca (Sao Joao),,,,,,,,,,,
Belem (Alto Duque),Santa Clara (Ameixoeira | Norte),,,,,,,,,,,
Belem (Alto Duque),Santa Clara (Ameixoeira | Sul),,,,,,,,,,,
Belem (Alto Duque),Santa Maria Maior (Baixa),108,27.0,19,0.18,0.007,30.663,14.648,93.24,,,
Belem (Alto Duque),Santa Maria Maior (Castelo),,,,,,,,,,,
Belem (Alto Duque),Santo Antonio (Amoreiras),,,,,,,,,,,
Belem (Alto Duque),Santo Antonio (Sao Jose),41,10.3,6,0.15,0.000,3.081,26.443,85.59,,,
Belem (Alto Duque),Santo Antonio (Sao Mamede),19,4.8,2,0.11,0.000,0.939,17.755,95.14,,,
Belem (Alto Duque),Sao Domingos de Benfica (Estrada Luz | Este),3,0.8,4,1.33,0.097,9.807,24.614,94.67,,,
Belem (Alto Duque),Sao Domingos de Benfica (Estrada Luz | Oeste),1,0.3,2,2.00,0.145,9.414,26.206,73.5,,,
Belem (Alto Duque),Sao Domingos de Benfica (Monsanto | Norte),,,,,,,,,,,
Belem (Alto Duque),Sao Domingos de Benfica (Sao Domingos de Benfica),1,0.3,2,2.00,0.130,20.066,35.217,100,,,
Belem (Alto Duque),Sao Domingos de Benfica (Sete Rios | Norte),,,,,,,,,,,
Belem (Alto Duque),Sao Domingos de Benfica (Sete Rios | Sul),,,,,,,,,,,
Belem (Alto Duque),Sao Vicente de Fora (Sao Vicente),1,0.3,1,1.00,0.000,0.274,23.870,100,,,
Belem (Belem | Este),Ajuda (Ajuda | Norte),64,16.0,5,0.08,0.009,2.537,7.375,98.63,,,
Belem (Belem | Este),Ajuda (Ajuda | Oeste),12,3.0,3,0.25,0.013,1.600,6.940,98.32,,,
Belem (Belem | Este),Ajuda (Ajuda | Sul),133,33.3,85,0.64,0.052,12.350,16.746,89.94,,,
Belem (Belem | Este),Ajuda (Restelo),179,44.8,70,0.39,0.007,2.208,5.465,95.33,,,
Belem (Belem | Este),Alcantara (Santo Amaro | Norte),1,0.3,3,3.00,0.237,15.430,19.224,95.25,,,
Belem (Belem | Este),Alcantara (Santo Amaro | Oeste),6,1.5,15,2.50,0.553,55.714,68.911,91.92,,,
Belem (Belem | Este),Alcantara (Santo Amaro | Sul),516,129.0,131,0.25,0.008,1.703,3.564,97.8,,,
Belem (Belem | Este),Alvalade (Alvalade),7,1.8,13,1.86,0.068,25.463,41.962,81.89,,,
Belem (Belem | Este),Alvalade (Avenida do Brasil),1,0.3,3,3.00,0.000,31.267,78.335,,,,
Belem (Belem | Este),Alvalade (Campo Grande),1,0.3,2,2.00,0.024,8.187,29.862,93.5,,,
Belem (Belem | Este),Alvalade (Cidade Universitaria),,,,,,,,,,,
Belem (Belem | Este),Alvalade (Hospital Santa Maria | Este),1,0.3,1,1.00,0.183,14.804,26.693,97.5,,,
Belem (Belem | Este),Alvalade (Hospital Santa Maria | Oeste),,,,,,,,,,,
Belem (Belem | Este),Alvalade (Roma - Areeiro | Este),38,9.5,2,0.05,0.000,0.712,11.420,86.81,,,
Belem (Belem | Este),Alvalade (Roma - Areeiro | Oeste),23,5.8,3,0.13,0.007,0.434,10.538,100,,,
Belem (Belem | Este),Alvalade (Sao Joao de Brito),6,1.5,9,1.50,0.110,29.558,48.656,99.25,,,
Belem (Belem | Este),Areeiro (Alto Pina),38,9.5,38,1.00,0.070,10.159,32.437,99.16,,,
Belem (Belem | Este),Areeiro (Areeiro | Norte),39,9.8,28,0.72,0.038,8.352,32.693,91.34,,,
Belem (Belem | Este),Areeiro (Areeiro | Sul),,,,,,,,,,,
Belem (Belem | Este),Arroios (Anjos),11,2.8,18,1.64,0.074,19.996,35.527,91.89,,,
Belem (Belem | Este),Arroios (Arroios | Norte),,,,,,,,,,,
Belem (Belem | Este),Arroios (Arroios | Sul),12,3.0,22,1.83,0.120,18.175,33.797,96.32,,,
Belem (Belem | Este),Arroios (Estefania),130,32.5,7,0.05,0.008,1.194,10.563,93.47,,,
Belem (Belem | Este),Avenidas Novas (Avenidas Novas | Este),80,20.0,42,0.53,0.034,7.188,22.076,92.3,,,
Belem (Belem | Este),Avenidas Novas (Avenidas Novas | Oeste),19,4.8,9,0.47,0.028,5.517,14.836,91.46,,,
Belem (Belem | Este),Avenidas Novas (Bairro Santos | Este),3,0.8,6,2.00,0.132,43.849,68.799,100,,,
Belem (Belem | Este),Avenidas Novas (Bairro Santos | Oeste),,,,,,,,,,,
Belem (Belem | Este),Avenidas Novas (Campo Pequeno | Este),20,5.0,1,0.05,0.000,1.591,18.172,98.31,,,
Belem (Belem | Este),Avenidas Novas (Campo Pequeno | Oeste),,,,,,,,,,,
Belem (Belem | Este),Avenidas Novas (Parque Eduardo VII),9,2.3,9,1.00,0.047,7.178,18.011,91.23,,,
Belem (Belem | Este),Avenidas Novas (Picoas),11,2.8,12,1.09,0.099,19.955,34.169,95.81,,,
Belem (Belem | Este),Beato (Madre Deus | Norte),,,,,,,,,,,
Belem (Belem | Este),Beato (Madre Deus | Oeste),10,2.5,10,1.00,0.114,30.509,52.829,99.67,,,
Belem (Belem | Este),Beato (Madre Deus | Sul),3,0.8,4,1.33,0.057,23.292,47.474,100,,,
Belem (Belem | Este),Beato (Picheleira),1,0.3,3,3.00,0.058,9.882,32.661,75.5,,,
Belem (Belem | Este),Belem (Alto Duque),15,3.8,9,0.60,0.017,5.648,11.783,88,,,
Belem (Belem | Este),Belem (Belem | Este),434,108.5,279,0.64,0.080,23.618,28.594,90.05,,,
Belem (Belem | Este),Belem (Belem | Oeste),451,112.8,166,0.37,0.017,2.608,5.733,93.29,,,
Belem (Belem | Este),Belem (Ribeirinha - Belem),3,0.8,6,2.00,0.107,21.035,26.022,96.25,,,
Belem (Belem | Este),Benfica (Benfica | Norte),4,1.0,13,3.25,0.151,25.922,48.946,100,,,
Belem (Belem | Este),Benfica (Benfica | Sul),53,13.3,73,1.38,0.065,7.241,19.837,94.62,,,
Belem (Belem | Este),Benfica (Colegio Militar/Luz),36,9.0,25,0.69,0.024,7.696,30.204,95.22,,,
Belem (Belem | Este),Benfica (Monsanto | Norte),19,4.8,21,1.11,0.107,16.835,30.223,95.73,,,
Belem (Belem | Este),Campo de Ourique (Amoreiras),8,2.0,7,0.88,0.110,17.973,41.101,97.97,,,
Belem (Belem | Este),Campo de Ourique (Campo Ourique),67,16.8,118,1.76,0.042,9.088,13.414,97.7,,,
Belem (Belem | Este),Campolide (Bairro Liberdade),1,0.3,3,3.00,0.024,41.250,55.509,99.33,,,
Belem (Belem | Este),Campolide (Campolide),548,137.0,137,0.25,0.013,2.167,14.305,99.2,,,
Belem (Belem | Este),Campolide (Praca Espanha | Norte),26,6.5,25,0.96,0.036,7.674,19.202,96.56,,,
Belem (Belem | Este),Campolide (Praca Espanha | Sul),2,0.5,5,2.50,0.087,23.443,37.240,100,,,
Belem (Belem | Este),Carnide (Avenidas Novas),7,1.8,4,0.57,0.169,10.989,33.727,91,,,
Belem (Belem | Este),Carnide (Carnide),43,10.8,17,0.40,0.046,3.477,19.147,94.08,,,
Belem (Belem | Este),Estrela (Alcantara),241,60.3,61,0.25,0.009,2.575,5.763,95.82,,,
Belem (Belem | Este),Estrela (Estrela),72,18.0,24,0.33,0.027,5.384,13.207,89.3,,,
Belem (Belem | Este),Estrela (Lapa),56,14.0,12,0.21,0.024,2.384,6.359,98.21,,,
Belem (Belem | Este),Estrela (Ribeirinha - Belem),12,3.0,6,0.50,0.019,5.587,9.814,85.64,,,
Belem (Belem | Este),Fora Municipio Lisboa,301,75.3,119,0.40,0.012,4.356,20.310,96.33,,,
Belem (Belem | Este),Lumiar (Aeroporto),2,0.5,3,1.50,0.038,15.524,57.440,100,,,
Belem (Belem | Este),Lumiar (Lumiar | Norte),,,,,,,,,,,
Belem (Belem | Este),Lumiar (Lumiar | Oeste),8,2.0,17,2.13,0.257,23.209,46.642,94.96,,,
Belem (Belem | Este),Lumiar (Lumiar | Sul),,,,,,,,,,,
Belem (Belem | Este),Lumiar (Paco Lumiar),1,0.3,5,5.00,0.000,22.891,50.959,95.33,,,
Belem (Belem | Este),Lumiar (Parque Europa),15,3.8,21,1.40,0.116,13.951,32.040,99.38,,,
Belem (Belem | Este),Lumiar (Telheiras | Este),4,1.0,4,1.00,0.000,34.977,77.556,,,,
Belem (Belem | Este),Lumiar (Telheiras | Norte),2,0.5,5,2.50,0.077,19.155,38.303,100,,,
Belem (Belem | Este),Lumiar (Telheiras | Oeste),1,0.3,4,4.00,0.000,38.224,68.126,,,,
Belem (Belem | Este),Marvila (Bairro Armador),1,0.3,3,3.00,0.454,34.429,57.164,91.5,,,
Belem (Belem | Este),Marvila (Chelas),3,0.8,11,3.67,0.021,37.355,67.563,89.33,,,
Belem (Belem | Este),Marvila (Infante Dom Henrique - Porto | Este),3,0.8,3,1.00,0.094,8.820,30.373,100,,,
Belem (Belem | Este),Marvila (Infante Dom Henrique - Porto | Oeste),,,,,,,,,,,
Belem (Belem | Este),Marvila (Marechal Gomes da Costa),1,0.3,5,5.00,0.000,121.750,164.975,,,,
Belem (Belem | Este),Marvila (Parque Bela Vista),2,0.5,7,3.50,0.009,20.963,45.779,100,,,
Belem (Belem | Este),Misericordia (Bairro Alto),52,13.0,28,0.54,0.079,13.317,20.347,88.22,,,
Belem (Belem | Este),Misericordia (Sao Paulo),538,134.5,102,0.19,0.011,3.153,11.540,93.22,,,
Belem (Belem | Este),Olivais (Alfredo Bensaude),1,0.3,1,1.00,0.013,26.664,61.201,100,,,
Belem (Belem | Este),Olivais (Encarnacao | Este),,,,,,,,,,,
Belem (Belem | Este),Olivais (Encarnacao | Oeste),,,,,,,,,,,
Belem (Belem | Este),Olivais (Logistica Aeroportuaria),,,,,,,,,,,
Belem (Belem | Este),Olivais (Olivais - Centro),,,,,,,,,,,
Belem (Belem | Este),Olivais (Olivais | Este),,,,,,,,,,,
Belem (Belem | Este),Olivais (Olivais | Norte),1,0.3,1,1.00,0.000,19.297,48.237,100,,,
Belem (Belem | Este),Olivais (Olivais | Sul),9,2.3,17,1.89,0.141,24.488,49.788,97.82,,,
Belem (Belem | Este),Olivais (Relogio),,,,,,,,,,,
Belem (Belem | Este),Parque das Nacoes (Estacao Oriente),3,0.8,2,0.67,0.152,16.343,52.194,99,,,
Belem (Belem | Este),Parque das Nacoes (Parque Nacoes | Norte),2,0.5,3,1.50,0.000,16.346,58.209,,,,
Belem (Belem | Este),Parque das Nacoes (Parque Nacoes | Sul),1,0.3,1,1.00,0.023,14.263,40.480,100,,,
Belem (Belem | Este),Parque das Nacoes (Parque Tejo),,,,,,,,,,,
Belem (Belem | Este),Parque das Nacoes (Quinta Laranjeiras),,,,,,,,,,,
Belem (Belem | Este),Penha de Franca (Penha Franca),28,7.0,32,1.14,0.140,19.523,35.439,96.71,,,
Belem (Belem | Este),Penha de Franca (Sao Joao),7,1.8,14,2.00,0.098,18.919,42.597,100,,,
Belem (Belem | Este),Santa Clara (Ameixoeira | Norte),22,5.5,36,1.64,0.581,26.690,70.643,74,,,
Belem (Belem | Este),Santa Clara (Ameixoeira | Sul),4,1.0,12,3.00,0.590,14.917,41.430,67,,,
Belem (Belem | Este),Santa Maria Maior (Baixa),885,221.3,132,0.15,0.020,3.487,13.028,88.95,,,
Belem (Belem | Este),Santa Maria Maior (Castelo),28,7.0,39,1.39,0.192,34.810,45.980,90.41,,,
Belem (Belem | Este),Santo Antonio (Amoreiras),4,1.0,3,0.75,0.183,20.551,35.241,90.17,,,
Belem (Belem | Este),Santo Antonio (Sao Jose),93,23.3,20,0.22,0.009,2.724,12.147,91.89,,,
Belem (Belem | Este),Santo Antonio (Sao Mamede),187,46.8,27,0.14,0.014,2.884,9.340,90.51,,,
Belem (Belem | Este),Sao Domingos de Benfica (Estrada Luz | Este),5,1.3,4,0.80,0.086,20.269,48.176,95.17,,,
Belem (Belem | Este),Sao Domingos de Benfica (Estrada Luz | Oeste),2,0.5,4,2.00,0.022,42.383,71.001,100,,,
Belem (Belem | Este),Sao Domingos de Benfica (Monsanto | Norte),,,,,,,,,,,
Belem (Belem | Este),Sao Domingos de Benfica (Sao Domingos de Benfica),15,3.8,20,1.33,0.278,36.662,60.255,90.47,,,
Belem (Belem | Este),Sao Domingos de Benfica (Sete Rios | Norte),7,1.8,21,3.00,0.056,27.319,53.371,100,,,
Belem (Belem | Este),Sao Domingos de Benfica (Sete Rios | Sul),1,0.3,2,2.00,0.156,30.391,40.010,82,,,
Belem (Belem | Este),Sao Vicente de Fora (Sao Vicente),17,4.3,27,1.59,0.203,36.763,52.864,96.67,,,
Belem (Belem | Oeste),Ajuda (Ajuda | Norte),378,94.5,7,0.02,0.000,0.361,11.018,99.5,,,
Belem (Belem | Oeste),Ajuda (Ajuda | Oeste),21,5.3,5,0.24,0.073,11.796,18.251,98.05,,,
Belem (Belem | Oeste),Ajuda (Ajuda | Sul),335,83.8,124,0.37,0.039,6.578,14.159,91.23,,,
Belem (Belem | Oeste),Ajuda (Restelo),669,167.3,140,0.21,0.017,3.479,7.454,94.5,,,
Belem (Belem | Oeste),Alcantara (Santo Amaro | Norte),8,2.0,13,1.63,0.305,19.338,24.968,81.31,,,
Belem (Belem | Oeste),Alcantara (Santo Amaro | Oeste),3,0.8,2,0.67,0.037,15.599,22.091,81.25,,,
Belem (Belem | Oeste),Alcantara (Santo Amaro | Sul),1496,374.0,356,0.24,0.028,4.170,8.600,98.23,,,
Belem (Belem | Oeste),Alvalade (Alvalade),158,39.5,16,0.10,0.025,2.827,20.290,73.12,,,
Belem (Belem | Oeste),Alvalade (Avenida do Brasil),4,1.0,5,1.25,0.062,22.900,40.177,81.22,,,
Belem (Belem | Oeste),Alvalade (Campo Grande),105,26.3,28,0.27,0.012,2.248,25.985,91.18,,,
Belem (Belem | Oeste),Alvalade (Cidade Universitaria),8,2.0,10,1.25,0.078,21.199,41.066,89.58,,,
Belem (Belem | Oeste),Alvalade (Hospital Santa Maria | Este),37,9.3,9,0.24,0.056,7.412,26.114,58.59,,,
Belem (Belem | Oeste),Alvalade (Hospital Santa Maria | Oeste),23,5.8,2,0.09,0.000,2.608,24.832,94.16,,,
Belem (Belem | Oeste),Alvalade (Roma - Areeiro | Este),38,9.5,7,0.18,0.000,2.284,22.748,90.02,,,
Belem (Belem | Oeste),Alvalade (Roma - Areeiro | Oeste),32,8.0,12,0.38,0.103,10.949,26.542,96.03,,,
Belem (Belem | Oeste),Alvalade (Sao Joao de Brito),46,11.5,19,0.41,0.008,2.669,21.446,88.26,,,
Belem (Belem | Oeste),Areeiro (Alto Pina),38,9.5,24,0.63,0.098,13.569,34.070,98.86,,,
Belem (Belem | Oeste),Areeiro (Areeiro | Norte),26,6.5,37,1.42,0.052,20.938,45.083,96.82,,,
Belem (Belem | Oeste),Areeiro (Areeiro | Sul),,,,,,,,,,,
Belem (Belem | Oeste),Arroios (Anjos),59,14.8,42,0.71,0.058,49.877,39.943,84.4,,,
Belem (Belem | Oeste),Arroios (Arroios | Norte),9,2.3,9,1.00,0.062,19.668,38.162,99.56,,,
Belem (Belem | Oeste),Arroios (Arroios | Sul),32,8.0,33,1.03,0.091,21.823,40.826,91.38,,,
Belem (Belem | Oeste),Arroios (Estefania),156,39.0,44,0.28,0.025,5.024,22.233,96.31,,,
Belem (Belem | Oeste),Avenidas Novas (Avenidas Novas | Este),53,13.3,83,1.57,0.034,7.438,18.949,95.63,,,
Belem (Belem | Oeste),Avenidas Novas (Avenidas Novas | Oeste),20,5.0,21,1.05,0.058,25.153,39.831,93.23,,,
Belem (Belem | Oeste),Avenidas Novas (Bairro Santos | Este),12,3.0,30,2.50,0.223,30.800,45.940,92.03,,,
Belem (Belem | Oeste),Avenidas Novas (Bairro Santos | Oeste),,,,,,,,,,,
Belem (Belem | Oeste),Avenidas Novas (Campo Pequeno | Este),41,10.3,11,0.27,0.040,6.671,21.992,98.73,,,
Belem (Belem | Oeste),Avenidas Novas (Campo Pequeno | Oeste),,,,,,,,,,,
Belem (Belem | Oeste),Avenidas Novas (Parque Eduardo VII),22,5.5,35,1.59,0.092,25.264,42.181,93.11,,,
Belem (Belem | Oeste),Avenidas Novas (Picoas),8,2.0,26,3.25,0.066,28.375,42.799,95.89,,,
Belem (Belem | Oeste),Beato (Madre Deus | Norte),2,0.5,2,1.00,0.070,7.107,23.591,100,,,
Belem (Belem | Oeste),Beato (Madre Deus | Oeste),9,2.3,9,1.00,0.172,20.965,39.040,96.75,,,
Belem (Belem | Oeste),Beato (Madre Deus | Sul),36,9.0,21,0.58,0.058,12.296,33.789,94.27,,,
Belem (Belem | Oeste),Beato (Picheleira),4,1.0,2,0.50,0.085,17.343,39.977,99.17,,,
Belem (Belem | Oeste),Belem (Alto Duque),71,17.8,17,0.24,0.014,3.723,8.226,95.2,,,
Belem (Belem | Oeste),Belem (Belem | Este),407,101.8,83,0.20,0.018,2.819,5.226,89.76,,,
Belem (Belem | Oeste),Belem (Belem | Oeste),3090,772.5,670,0.22,0.023,6.124,9.708,94.76,,,
Belem (Belem | Oeste),Belem (Ribeirinha - Belem),44,11.0,3,0.07,0.000,0.441,3.146,94.19,,,
Belem (Belem | Oeste),Benfica (Benfica | Norte),41,10.3,65,1.59,0.131,18.000,32.103,94.36,,,
Belem (Belem | Oeste),Benfica (Benfica | Sul),2174,543.5,249,0.11,0.012,2.435,18.597,93.84,,,
Belem (Belem | Oeste),Benfica (Colegio Militar/Luz),361,90.3,98,0.27,0.009,2.800,19.083,96.73,,,
Belem (Belem | Oeste),Benfica (Monsanto | Norte),228,57.0,60,0.26,0.015,2.149,9.439,94.52,,,
Belem (Belem | Oeste),Campo de Ourique (Amoreiras),46,11.5,24,0.52,0.038,9.317,33.580,92.68,,,
Belem (Belem | Oeste),Campo de Ourique (Campo Ourique),78,19.5,153,1.96,0.051,10.320,16.895,95.38,,,
Belem (Belem | Oeste),Campolide (Bairro Liberdade),39,9.8,28,0.72,0.042,14.252,26.255,92.71,,,
Belem (Belem | Oeste),Campolide (Campolide),1293,323.3,127,0.10,0.008,2.401,11.902,98.16,,,
Belem (Belem | Oeste),Campolide (Praca Espanha | Norte),17,4.3,20,1.18,0.039,13.744,26.827,96.81,,,
Belem (Belem | Oeste),Campolide (Praca Espanha | Sul),8,2.0,11,1.38,0.097,21.187,34.567,86.57,,,
Belem (Belem | Oeste),Carnide (Avenidas Novas),51,12.8,38,0.75,0.072,12.052,36.564,88.55,,,
Belem (Belem | Oeste),Carnide (Carnide),465,116.3,71,0.15,0.007,1.787,17.869,97.19,,,
Belem (Belem | Oeste),Estrela (Alcantara),545,136.3,179,0.33,0.022,3.457,8.096,94.88,,,
Belem (Belem | Oeste),Estrela (Estrela),224,56.0,115,0.51,0.029,6.179,12.694,82.7,,,
Belem (Belem | Oeste),Estrela (Lapa),123,30.8,67,0.54,0.021,5.223,10.321,95.71,,,
Belem (Belem | Oeste),Estrela (Ribeirinha - Belem),163,40.8,36,0.22,0.039,4.201,13.360,88.22,,,
Belem (Belem | Oeste),Fora Municipio Lisboa,2257,564.3,374,0.17,0.024,3.909,12.467,96.97,,,
Belem (Belem | Oeste),Lumiar (Aeroporto),3,0.8,2,0.67,0.025,27.549,60.175,100,,,
Belem (Belem | Oeste),Lumiar (Lumiar | Norte),2,0.5,3,1.50,0.177,13.521,57.010,83,,,
Belem (Belem | Oeste),Lumiar (Lumiar | Oeste),7,1.8,20,2.86,0.148,24.485,52.457,94.71,,,
Belem (Belem | Oeste),Lumiar (Lumiar | Sul),,,,,,,,,,,
Belem (Belem | Oeste),Lumiar (Paco Lumiar),8,2.0,15,1.88,0.101,14.720,32.339,98.04,,,
Belem (Belem | Oeste),Lumiar (Parque Europa),17,4.3,18,1.06,0.247,17.819,39.738,91.43,,,
Belem (Belem | Oeste),Lumiar (Telheiras | Este),7,1.8,17,2.43,0.177,20.740,63.510,100,,,
